FriendlyName,EntityType,Category,ObjectName
survey_chargedeployed,Blacklist,N/A,assets/prefabs/tools/surveycharge/survey_charge.deployed.prefab
survey_crater,Blacklist,N/A,assets/prefabs/tools/surveycharge/survey_crater.prefab
survey_crater_oil,Blacklist,N/A,assets/prefabs/tools/surveycharge/survey_crater_oil.prefab
Survival Fish Trap,Loot,Items,fishtrap.small (world)
survivalfishtrapdeployed,Blacklist,N/A,assets/prefabs/deployable/survivalfishtrap/survivalfishtrap.deployed.prefab
swamp_tree_a,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/swamp-trees/swamp_tree_a.prefab
swamp_tree_b,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/swamp-trees/swamp_tree_b.prefab
swamp_tree_c,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/swamp-trees/swamp_tree_c.prefab
swamp_tree_d,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/swamp-trees/swamp_tree_d.prefab
swamp_tree_e,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/swamp-trees/swamp_tree_e.prefab
swamp_tree_f,Blacklist,N/A,assets/bundled/prefabs/autospawn/resource/swamp-trees/swamp_tree_f.prefab
switch,Blacklist,N/A,assets/prefabs/deployable/playerioents/simpleswitch/switch.prefab
Switch,Loot,Electronics,electric.switch (world)
syringe_medicalentity,Blacklist,N/A,assets/prefabs/tools/medical syringe/syringe_medical.entity.prefab
Table,Loot,Items,table (world)
tabledeployed,Blacklist,N/A,assets/prefabs/deployable/table/table.deployed.prefab
Tactical Gloves,Loot,Clothing,tactical.gloves (world)
Tall Picture Frame,Loot,Items,sign.pictureframe.tall (world)
tambourineweapon,Blacklist,N/A,assets/prefabs/instruments/tambourine/tambourine.weapon.prefab
Tank Top,Loot,Clothing,shirt.tanktop (world)
Targeting Computer,Loot,Components,targeting.computer (world)
Tarp,Loot,Components,tarp (world)
Taxi Vehicle Module,Loot,Vehicle Parts,vehicle.1mod.taxi (world)
teamdeathmatch,Blacklist,N/A,assets/prefabs/gamemodes/teamdeathmatch.prefab
Tech Trash,Loot,Components,techparts (world)
Telephone,Loot,Electronics,telephone (world)
telephonedeployed,Blacklist,N/A,assets/prefabs/voiceaudio/telephone/telephone.deployed.prefab
Tesla Coil,Loot,Electronics,electric.teslacoil (world)
teslacoildeployed,Blacklist,N/A,assets/prefabs/deployable/playerioents/teslacoil/teslacoil.deployed.prefab
Test Generator,Loot,Electronics,electric.generator.small (world)
testseat,Blacklist,N/A,assets/prefabs/vehicle/seats/testseat.prefab
thompson,Loot,Prefabs Weapons,assets/prefabs/weapons/thompson/thompson.entity.prefab
Thompson,Loot,Weapons,smg.thompson (world)
Timed Explosive Charge,Loot,Tools,explosive.timed (world)
timer,Blacklist,N/A,assets/prefabs/deployable/playerioents/timers/timer.prefab
Timer,Loot,Electronics,electric.timer (world)
timerswitch,Blacklist,N/A,assets/prefabs/io/electric/switches/timerswitch.prefab
Tool Cupboard,Loot,Construction,cupboard.tool (world)
tool_camera,Blacklist,N/A,assets/prefabs/tools/camera/tool_camera.prefab
toolgun,Loot,Prefabs Weapons,assets/prefabs/weapons/toolgun/toolgun.entity.prefab
Tools Crate,Loot,Crate,assets/bundled/prefabs/radtown/crate_tools.prefab
ToolsDropped,Loot,Prefabs Weapons,assets/prefabs/weapons/salvaged_icepick/icepick_salvaged.entity.prefab
torch,Loot,Prefabs Weapons,assets/prefabs/weapons/torch/torch.entity.prefab
Torch,Loot,Tools,torch (world)
Train Barricade,Blacklist,N/A,assets/content/props/train_tunnels/trainbarricadeheavy.prefab
transporthelicopilot,Blacklist,N/A,assets/prefabs/vehicle/seats/transporthelicopilot.prefab
transporthelipilot,Blacklist,N/A,assets/prefabs/vehicle/seats/transporthelipilot.prefab
Trash,Loot,Resources,assets/bundled/prefabs/radtown/loot_trash.prefab
Trash Pile,Loot,Crate,assets/bundled/prefabs/autospawn/resource/loot/trash-pile-1.prefab
Tree,Blacklist,N/A,assets/content/nature/treesprefabs/trees/effects/tree_marking_nospherecast.prefab
Tree Lights,Loot,Misc,xmas.decoration.lights (world)
TreeManager,Blacklist,N/A,assets/bundled/prefabs/system/tree_manager.prefab
Triangle Ladder Hatch,Loot,Construction,floor.triangle.ladder.hatch (world)
trumpetweapon,Blacklist,N/A,assets/prefabs/instruments/trumpet/trumpet.weapon.prefab
T-Shirt,Loot,Clothing,tshirt (world)
tubaweapon,Blacklist,N/A,assets/prefabs/instruments/tuba/tuba.weapon.prefab
Tuna Can Lamp,Loot,Items,tunalight (world)
tunalightdeployed,Blacklist,N/A,assets/prefabs/deployable/tuna can wall lamp/tunalight.deployed.prefab
Tunnel Dweller,PlayerNPC,N/A,assets/rust.ai/agents/npcplayer/humannpc/tunneldweller/tunneldweller.prefab
Tunnel Dwelling,Blacklist,N/A,assets/prefabs/misc/tunneldwelling/tunnel_dwelling_a.prefab
Tunnel Dwelling,Blacklist,N/A,assets/prefabs/misc/tunneldwelling/tunnel_dwelling_b.prefab
Tunnel Dwelling,Blacklist,N/A,assets/prefabs/misc/tunneldwelling/tunnel_dwelling_c.prefab
Tunnel Dwelling,Blacklist,N/A,assets/prefabs/misc/tunneldwelling/tunnel_dwelling_d.prefab
Tunnel Dwelling,Blacklist,N/A,assets/prefabs/misc/tunneldwelling/tunnel_dwelling_e.prefab
Tunnel Dwelling,Blacklist,N/A,assets/prefabs/misc/tunneldwelling/tunnel_dwelling_f.prefab
Tunnel Dwelling,Blacklist,N/A,assets/prefabs/misc/tunneldwelling/tunnel_dwelling_g.prefab
Tunnel Dwelling,Blacklist,N/A,assets/prefabs/misc/tunneldwelling/tunnel_dwelling_h.prefab
Tunnel Dwelling,Blacklist,N/A,assets/prefabs/misc/tunneldwelling/tunnellootstrip_a.prefab
Two Sided Hanging Sign,Loot,Items,sign.hanging (world)
Two Sided Ornate Hanging Sign,Loot,Items,sign.hanging.ornate (world)
Two Sided Town Sign Post,Loot,Items,sign.post.town.roof (world)
Underwater Advanced Crate,Loot,Crate,assets/bundled/prefabs/radtown/crate_underwater_advanced.prefab
Underwater Crate,Loot,Crate,assets/bundled/prefabs/radtown/crate_underwater_basic.prefab
vanilla,Blacklist,N/A,assets/prefabs/gamemodes/vanilla.prefab
Vehicle Parts,Loot,Crate,assets/bundled/prefabs/radtown/vehicle_parts.prefab
Vending Machine,Loot,Items,vending.machine (world)
vending_mapmarker,Blacklist,N/A,assets/prefabs/deployable/vendingmachine/vending_mapmarker.prefab
vendingmachinedeployed,Blacklist,N/A,assets/prefabs/deployable/vendingmachine/vendingmachine.deployed.prefab
Violet Boomer,Loot,Misc,firework.boomer.violet (world)
Violet Roman Candle,Loot,Misc,firework.romancandle.violet (world)
Violet Volcano Firework,Loot,Misc,firework.volcano.violet (world)
volcanofirework,Blacklist,N/A,assets/prefabs/deployable/fireworks/volcanofirework.prefab
volcanofirework-red,Blacklist,N/A,assets/prefabs/deployable/fireworks/volcanofirework-red.prefab
volcanofirework-violet,Blacklist,N/A,assets/prefabs/deployable/fireworks/volcanofirework-violet.prefab
wall,Blacklist,N/A,assets/prefabs/building core/wall/wall.prefab
walldoorway,Blacklist,N/A,assets/prefabs/building core/wall.doorway/wall.doorway.prefab
wallexternalhighice,Blacklist,N/A,assets/prefabs/misc/xmas/icewalls/wall.external.high.ice.prefab
wallexternalhighstone,Blacklist,N/A,assets/prefabs/building/wall.external.high.stone/wall.external.high.stone.prefab
wallexternalhighwood,Blacklist,N/A,assets/prefabs/building/wall.external.high.wood/wall.external.high.wood.prefab
wallframe,Blacklist,N/A,assets/prefabs/building core/wall.frame/wall.frame.prefab
wallframecell,Blacklist,N/A,assets/prefabs/building/wall.frame.cell/wall.frame.cell.prefab
wallframecellgate,Blacklist,N/A,assets/prefabs/building/wall.frame.cell/wall.frame.cell.gate.prefab
wallframefence,Blacklist,N/A,assets/prefabs/building/wall.frame.fence/wall.frame.fence.prefab
wallframefencegate,Blacklist,N/A,assets/prefabs/building/wall.frame.fence/wall.frame.fence.gate.prefab
wallframegaragedoor,Blacklist,N/A,assets/prefabs/building/wall.frame.garagedoor/wall.frame.garagedoor.prefab
wallframenetting,Blacklist,N/A,assets/prefabs/building/wall.frame.netting/wall.frame.netting.prefab
wallframeshopfront,Blacklist,N/A,assets/prefabs/building/wall.frame.shopfront/wall.frame.shopfront.prefab
wallframeshopfrontmetal,Blacklist,N/A,assets/prefabs/building/wall.frame.shopfront/wall.frame.shopfront.metal.prefab
wallframeshopfrontmetalstatic,Blacklist,N/A,assets/bundled/prefabs/static/wall.frame.shopfront.metal.static.prefab
wallhalf,Blacklist,N/A,assets/prefabs/building core/wall.half/wall.half.prefab
walllow,Blacklist,N/A,assets/prefabs/building core/wall.low/wall.low.prefab
wallwindow,Blacklist,N/A,assets/prefabs/building core/wall.window/wall.window.prefab
wallwindowbarsmetal,Blacklist,N/A,assets/prefabs/building/wall.window.bars/wall.window.bars.metal.prefab
wallwindowbarstoptier,Blacklist,N/A,assets/prefabs/building/wall.window.bars/wall.window.bars.toptier.prefab
wallwindowbarswood,Blacklist,N/A,assets/prefabs/building/wall.window.bars/wall.window.bars.wood.prefab
wallwindowglassreinforced,Blacklist,N/A,assets/prefabs/building/wall.window.reinforcedglass/wall.window.glass.reinforced.prefab
Watch Tower,Loot,Construction,watchtower.wood (world)
watchtowerwood,Blacklist,N/A,assets/prefabs/building/watchtower.wood/watchtower.wood.prefab
Water,Loot,Resources,water (world)
Water Barrel,Loot,Items,water.barrel (world)
Water Bucket,Loot,Items,bucket.water (world)
Water Gun,Loot,Weapons,gun.water (world)
Water Jug,Loot,Items,waterjug (world)
Water Pistol,Loot,Weapons,pistol.water (world)
Water Pump,Loot,Items,waterpump (world)
Water Purifier,Loot,Items,water.purifier (world)
water_catcher_large,Blacklist,N/A,assets/prefabs/deployable/water catcher/water_catcher_large.prefab
water_catcher_small,Blacklist,N/A,assets/prefabs/deployable/water catcher/water_catcher_small.prefab
water_catcher_smallstatic,Blacklist,N/A,assets/bundled/prefabs/static/water_catcher_small.static.prefab
waterball,Loot,Prefabs Weapons,assets/prefabs/weapons/waterbucket/waterball.prefab
waterbarrel,Blacklist,N/A,assets/prefabs/deployable/liquidbarrel/waterbarrel.prefab
waterbucket,Loot,Prefabs Weapons,assets/prefabs/weapons/waterbucket/waterbucket.entity.prefab
watergunentity,Blacklist,N/A,assets/prefabs/misc/summer_dlc/watergun/watergun.entity.prefab
Waterpipe Shotgun,Loot,Weapons,shotgun.waterpipe (world)
waterpistolentity,Blacklist,N/A,assets/prefabs/misc/summer_dlc/waterpistol/waterpistol.entity.prefab
waterpumpdeployed,Blacklist,N/A,assets/prefabs/deployable/playerioents/waterpump/water.pump.deployed.prefab
waterpurifierdeployed,Blacklist,N/A,assets/prefabs/deployable/waterpurifier/waterpurifier.deployed.prefab
waterstorage,Blacklist,N/A,assets/prefabs/deployable/waterpurifier/waterstorage.prefab
waterwellstatic,Blacklist,N/A,assets/prefabs/deployable/water well/waterwellstatic.prefab
Weapon flashlight,Loot,Weapons,weapon.mod.flashlight (world)
Weapon Lasersight,Loot,Weapons,weapon.mod.lasersight (world)
Wetsuit,Loot,Clothing,diving.wetsuit (world)
Wheelbarrow Piano,Loot,Instruments,piano (world)
wheelswitch,Blacklist,N/A,assets/prefabs/io/kinetic/wheelswitch.prefab
White Berry,Loot,Berries,assets/bundled/prefabs/autospawn/collectable/berry-white/berry-white-collectable.prefab
White Berry,Loot,Berries,assets/prefabs/plants/berrry/white/white_berry.entity.prefab
White Berry,Loot,Berries,white.berry (world)
White Berry Clone,Loot,Berries,clone.white.berry (world)
White Berry Seed,Loot,Seeds,seed.white.berry (world)
White Volcano Firework,Loot,Misc,firework.volcano (world)
Wind Turbine,Loot,Electronics,generator.wind.scrap (world)
windowgarlanddeployed,Blacklist,N/A,assets/prefabs/misc/xmas/windowgarland/windowgarland.deployed.prefab
Wire Tool,Loot,Tools,wiretool (world)
wiretoolentity,Blacklist,N/A,assets/prefabs/tools/wire/wiretool.entity.prefab
Wolf,Animal,N/A,assets/rust.ai/agents/wolf/wolf.prefab
Wolf Headdress,Loot,Clothing,hat.wolf (world)
Wolf Skull,Loot,Resources,skull.wolf (world)
Wood,Loot,Collectable,assets/bundled/prefabs/autospawn/collectable/wood/wood-collectable.prefab
Wood,Loot,Resources,wood (world)
Wood Armor Helmet,Loot,Clothing,wood.armor.helmet (world)
Wood Armor Pants,Loot,Clothing,wood.armor.pants (world)
Wood Chestplate,Loot,Clothing,wood.armor.jacket (world)
Armored Door,Loot,Construction,door.hinged.toptier (world)
Wood Shutters,Loot,Construction,shutter.wood.a (world)
Wood Storage Box,Loot,Items,box.wooden (world)
Wooden Arrow,Loot,Ammo,arrow.wooden (world)
Wooden Barricade,Loot,Construction,barricade.wood (world)
Wooden Barricade Cover,Loot,Construction,barricade.wood.cover (world)
Wooden Cross,Loot,Construction,woodcross (world)
Wooden Door,Loot,Construction,door.hinged.wood (world)
Wooden Horse Armor,Loot,Clothing,horse.armor.wood (world)
Wooden Ladder,Loot,Construction,ladder.wooden.wall (world)
Wooden Spear,Loot,Weapons,spear.wooden (world)
Wooden Window Bars,Loot,Construction,wall.window.bars.wood (world)
Work Bench Level 1,Loot,Items,workbench1 (world)
Work Bench Level 2,Loot,Items,workbench2 (world)
Work Bench Level 3,Loot,Items,workbench3 (world)
Work Cart,Vehicle,Prefabs Vehicle,assets/prefabs/vehicle/seats/workcartdriver.prefab
Work Cart,Loot,Vehicle Parts,workcart (world)
Workbench1,Loot,Prefabs Deployable,assets/prefabs/deployable/tier 1 workbench/workbench1.deployed.prefab
workbench1static,Blacklist,N/A,assets/bundled/prefabs/static/workbench1.static.prefab
Workbench2,Loot,Prefabs Deployable,assets/prefabs/deployable/tier 2 workbench/workbench2.deployed.prefab
workbench2static,Blacklist,N/A,assets/bundled/prefabs/static/workbench2.static.prefab
Workbench3,Loot,Prefabs Deployable,assets/prefabs/deployable/tier 3 workbench/workbench3.deployed.prefab
workcart,Blacklist,N/A,assets/content/vehicles/workcart/workcart.entity.prefab
workcart fuel storage,Blacklist,N/A,assets/content/vehicles/workcart/subents/workcart_fuel_storage.prefab
Wrapped Gift,Loot,Misc,wrappedgift (world)
Wrapping Paper,Loot,Misc,wrappingpaper (world)
XL Picture Frame,Loot,Items,sign.pictureframe.xl (world)
xmas_tree_adeployed,Blacklist,N/A,assets/prefabs/misc/xmas/xmastree/xmas_tree_a.deployed.prefab
xmas_treedeployed,Blacklist,N/A,assets/prefabs/misc/xmas/xmastree/xmas_tree.deployed.prefab
xmasadvancedlightsdeployed,Blacklist,N/A,assets/prefabs/misc/xmas/poweredlights/xmas.advanced.lights.deployed.prefab
xmaslightstringdeployed,Blacklist,N/A,assets/prefabs/misc/xmas/christmas_lights/xmas.lightstring.deployed.prefab
xmasrefill,Blacklist,N/A,assets/prefabs/misc/xmas/xmasrefill.prefab
XOR Switch,Loot,Electronics,electric.xorswitch (world)
xorswitchentity,Blacklist,N/A,assets/prefabs/deployable/playerioents/gates/xorswitch/xorswitch.entity.prefab
XXL Picture Frame,Loot,Items,sign.pictureframe.xxl (world)
Xylobone,Loot,Instruments,xylophone (world)
xylophonedeployed,Blacklist,N/A,assets/prefabs/instruments/xylophone/xylophone.deployed.prefab
xylophonedeployedstatic,Blacklist,N/A,assets/bundled/prefabs/static/xylophone.deployed.static.prefab
Yellow Berry,Loot,Berries,assets/bundled/prefabs/autospawn/collectable/berry-yellow/berry-yellow-collectable.prefab
Yellow Berry,Loot,Berries,assets/prefabs/plants/berrry/yellow/yellow_berry.entity.prefab
Yellow Berry,Loot,Berries,yellow.berry (world)
Yellow Berry Clone,Loot,Berries,clone.yellow.berry (world)
Yellow Berry Seed,Loot,Seeds,seed.yellow.berry (world)
