FriendlyName,TypeName,EntityType,Category,Notes,ConfigName,CleanName,ModelName
NULL,Particle,Blacklist,N/A,,NULL,NULL,
SurvivorF_Judy,SurvivorF_Judy,Player,N/A,,dayzplayer,Survivor,
SurvivorF_Linda,SurvivorF_Linda,Player,N/A,,dayzplayer,Survivor,
SurvivorF_Maria,SurvivorF_Maria,Player,N/A,,dayzplayer,Survivor,
SurvivorF_Naomi,SurvivorF_Naomi,Player,N/A,,dayzplayer,Survivor,
SurvivorM_Cyril,SurvivorM_Cyril,Player,N/A,,dayzplayer,Survivor,
SurvivorM_Denis,SurvivorM_Denis,Player,N/A,,NULL,Survivor,
SurvivorM_Niki,SurvivorM_Niki,Player,N/A,,NULL,Survivor,
SurvivorM_Seth,SurvivorM_Seth,Player,N/A,,NULL,Survivor,
SurvivorM_Manua,SurvivorM_Manua,Player,N/A,,dayzplayer,Survivor,
SurvivorM_Mirek,SurvivorM_Mirek,Player,N/A,,dayzplayer,Survivor,
SurvivorM_Francis,SurvivorM_Francis,Player,N/A,,dayzplayer,Survivor,
SurvivorM_Guo,SurvivorM_Guo,Player,N/A,,dayzplayer,Survivor,
SurvivorM_Boris,SurvivorM_Boris,Player,N/A,,dayzplayer,Survivor,
Olga24 Sedan,CivilianSedan,Vehicle,N/A,,car,Olga 24,
M3S Covered,Truck_01_Covered,Vehicle,N/A,,car,M3S Covered,
CivilianSedan_Black,CivilianSedan_Black,Vehicle,N/A,,,,
CivilianSedan_Wine,CivilianSedan_Wine,Vehicle,N/A,,,,
Hatchback_02,Hatchback_02,Vehicle,N/A,,,,
Hatchback_02_Black,Hatchback_02_Black,Vehicle,N/A,,,,
Hatchback_02_Blue,Hatchback_02_Blue,Vehicle,N/A,,,,
Sedan,Sedan_02,Vehicle,N/A,,,,
Sedan_02_Grey,Sedan_02_Grey,Vehicle,N/A,,,,
Sedan_02_Red,Sedan_02_Red,Vehicle,N/A,,,,
TransitBus,TransitBus,Vehicle,N/A,,,,
WeaponCleaningKit,WeaponCleaningKit,Loot,Repair Kits,,Gun Cleaning Kit,,
,SurvivorF_Irena,Player,N/A,,Survivor,,
,SurvivorM_Oliver,Player,N/A,,Survivor,,
,SurvivorF_Gabi,Player,N/A,,,,
Medium Tent,MediumTentClutterCutter,Loot,Camping,,,,
,SurvivorF_Helga,Player,N/A,,,,
,SurvivorF_Keiko,Player,N/A,,,,
,SurvivorF_Eva,Player,N/A,,,,
,SurvivorF_Frida,Player,N/A,,,,
,SurvivorM_Elias,Player,N/A,,,,
,SurvivorM_Hassan,Player,N/A,,,,
,SurvivorM_Indar,Player,N/A,,,,
,SurvivorM_Jose,Player,N/A,,,,
,SurvivorM_Kaito,Player,N/A,,,,
,SurvivorM_Lewis,Player,N/A,,,,
,SurvivorM_Peter,Player,N/A,,,,
,SurvivorM_Quinn,Player,N/A,,,,
,SurvivorM_Rolf,Player,N/A,,,,
,SurvivorM_Taiki,Player,N/A,,,,
Amanita Mushroom,AmanitaMushroom,Loot,Food,,,,
Ballistic Vest,BallisticVest,Loot,Vests,,,,
ImprovisedRope,ImprovisedRope,Loot,Crafting,,,,
Joey Glasses,JoeyXSunGlasses,Loot,Eyewear,,,,
Psilocybe Mushroom,PsilocybeMushroom,Loot,Food,,,,
Rocket Aviators,RocketAviators,Loot,Eyewear,,,,
Mag_AK101_30Rnd_Blue,Mag_AK101_30Rnd_Blue,Loot,Magazine,,,,
Mag_AK101_30Rnd_Bronze,Mag_AK101_30Rnd_Bronze,Loot,Magazine,,,,
Mag_AK101_30Rnd_Brown,Mag_AK101_30Rnd_Brown,Loot,Magazine,,,,
Mag_AK101_30Rnd_Gold,Mag_AK101_30Rnd_Gold,Loot,Magazine,,,,
Mag_AK101_30Rnd_Orange,Mag_AK101_30Rnd_Orange,Loot,Magazine,,,,
Mag_AK101_30Rnd_Pink,Mag_AK101_30Rnd_Pink,Loot,Magazine,,,,
Mag_AK101_30Rnd_Red,Mag_AK101_30Rnd_Red,Loot,Magazine,,,,
Mag_AK101_30Rnd_Silver,Mag_AK101_30Rnd_Silver,Loot,Magazine,,,,
Mag_AK101_30Rnd_Turquoise,Mag_AK101_30Rnd_Turquoise,Loot,Magazine,,,,
Mag_AK101_30Rnd_White,Mag_AK101_30Rnd_White,Loot,Magazine,,,,
Advanced Shelter,AdvancedImprovisedShelterPitched,Loot,Camping,Camping Gear,,,
Aircraft Battery,AircraftBattery,Loot,Vehicle Parts,,,,
AK74_Hndgrd_Black,AK74_Hndgrd_Black,Loot,Attachments,,,,
AK74_Hndgrd_Camo,AK74_Hndgrd_Camo,Loot,Attachments,,,,
AK74_WoodBttstck_Black,AK74_WoodBttstck_Black,Loot,Attachments,,,,
AK74_WoodBttstck_Camo,AK74_WoodBttstck_Camo,Loot,Attachments,,,,
AKS74U_Bttstck_Black,AKS74U_Bttstck_Black,Loot,Attachments,,,,
AKS74U_Bttstck_Green,AKS74U_Bttstck_Green,Loot,Attachments,,,,
Arrow Bolt,Ammo_ArrowBolt,Loot,Ammunition,,,,
Arrow Boned,Ammo_ArrowBoned,Loot,Ammunition,,,,
Arrow Composite,Ammo_ArrowComposite,Loot,Ammunition,,,,
Arrow Primitive,Ammo_ArrowPrimitive,Loot,Ammunition,,,,
Dart Syringe,Ammo_DartSyringe,Loot,Ammunition,,,,
Grenade M4,Ammo_GrenadeM4,Loot,Ammunition,,,,
LAW HE,Ammo_LAW_HE,Loot,Ammunition,,,,
RPG7 AP,Ammo_RPG7_AP,Loot,Ammunition,,,,
RPG7 HE,Ammo_RPG7_HE,Loot,Ammunition,,,,
Sharp Stick,Ammo_SharpStick,Loot,Ammunition,,,,
Atlas Bipod,AtlasBipod,Loot,Attachments,,,,
Aug_Barrel,Aug_Barrel,Loot,Attachments,,,,
AugSteyr,AugSteyr,Loot,Weapons,,,,
B95_Black,B95_Black,Loot,Weapons,,,,
B95_Green,B95_Green,Loot,Weapons,,,,
Banana,Banana,Loot,Food,,,,
Bandana,Bandana_ColorBase,Loot,Crafting,,,,
Bark_ColorBase,Bark_ColorBase,Loot,Crafting,,,,
Bear Pelt,BearPelt,Loot,Crafting,,,,
Blood Syringe,BloodSyringe,Loot,Medical,,,,
Brake Fluid,BrakeFluid,Loot,Vehicle Parts,,,,
Broom,Broom,Loot,Equipment,,,,
Butane Canister,ButaneCanister,Loot,Crafting,,,,
Camo Net Shelter,CamoNetShelter,Loot,Camping,Camping Gear,,,
Candle,Candle,Loot,Cooking,,,,
Cannabis,Cannabis,Loot,Food,,,,
Cannabis Seeds,CannabisSeeds,Loot,Seeds,,,,
Cannabis Seeds Pack,CannabisSeedsPack,Loot,Seeds,,,,
Carp,Carp,Loot,Food,,,,
Carp Fillet Meat,CarpFilletMeat,Loot,Food,,,,
Carrier Pouches,CarrierPouches,Loot,Small Storage,,,,
Cassette,Cassette,Loot,Equipment,,,,
Chainsaw,Chainsaw,Loot,Tools,,,,
Chemlight_ColorBase,Chemlight_ColorBase,Loot,Crafting,,,,
Chicken Feather,ChickenFeather,Loot,Crafting,,,,
Cigarette,CigarettePack_Chernamorka,Loot,Medical,,,,
Cigarette,CigarettePack_Merkur,Loot,Medical,,,,
Cigarette,CigarettePack_Partyzanka,Loot,Medical,,,,
Civilian Van,CivilianVan,Vehicle,Vehicle,,,,
Clear Syringe,ClearSyringe,Loot,Medical,,,,
Cleaver,Cleaver,Loot,Melee Weapons,,,,
Clutter Cutter 2x2,ClutterCutter2x2,Loot,Seeds,,,,
Clutter Cutter Fireplace,ClutterCutterFireplace,Loot,Cooking,,,,
Crossbow,Crossbow,Loot,Weapons,,,,
Crossbow_RedpointOptic,Crossbow_RedpointOptic,Loot,Optics,,,,
CZ527,CZ527_Black,Loot,Weapons,,,,
CZ527,CZ527_Camo,Loot,Weapons,,,,
CZ527,CZ527_Green,Loot,Weapons,,,,
Dart Gun,DartGun,Loot,Weapons,,,,
Desert Eagle,DE,Loot,Weapons,,,,Pistol
Derringer,Derringer_Black,Loot,Weapons,,,,Pistol
Derringer,Derringer_Grey,Loot,Weapons,,,,Pistol
Derringer,Derringer_Pink,Loot,Weapons,,,,Pistol
Door Test Camera,DoorTestCamera,Loot,Equipment,,,,
Engine Belt,EngineBelt,Loot,Vehicle Parts,,,,
Farming Hoe,FarmingHoe,Loot,Tools,,,,
Field Shovel,FieldShovel,Loot,Tools,,,,
Fire Extinguisher,FireExtinguisher,Loot,Equipment,,,,
Fish Net Trap,FishNetTrap,Loot,Traps,,,,
FNX45_arrow,FNX45_arrow,Loot,Weapons,,,,
Fox Pelt,FoxPelt,Loot,Crafting,,,,
Fox Steak Meat,FoxSteakMeat,Loot,Food,,,,
Glow Plug,GlowPlug,Loot,Vehicle Parts,,,,
GP25,GP25,Loot,Weapons,Launchers,,,
GP25_Standalone,GP25_Standalone,Loot,Weapons,Launchers,,,
Groza,Groza,Loot,Weapons,,,,
Groza_Barrel_Grip,Groza_Barrel_Grip,Loot,Attachments,,,,
Groza_Barrel_Short,Groza_Barrel_Short,Loot,Attachments,,,,
Groza_Barrel_Suppressor,Groza_Barrel_Suppressor,Loot,Attachments,,,,
Groza_LowerReceiver,Groza_LowerReceiver,Loot,Attachments,,,,
GrozaGL_LowerReceiver,GrozaGL_LowerReceiver,Loot,Attachments,,,,
Groza Optic,GrozaOptic,Loot,Optics,,,,
Hay Hook,HayHook,Loot,Equipment,,,,
Hockey Stick,HockeyStick,Loot,Melee Weapons,,,,
Iceaxe,Iceaxe,Loot,Tools,,,,
Improvised Shelter Pitched,ImprovisedShelterPitched,Loot,Camping,Camping Gear,,,
Injection Vial,InjectionVial,Loot,Medical,,,,
Kiwi,Kiwi,Loot,Food,,,,
Land_Wreck_C130J,Land_Wreck_C130J,Car_Wreck,N/A,,,,
Land_Wreck_Caravan_MGreen,Land_Wreck_Caravan_MGreen,Car_Wreck,N/A,,,,
Land_Wreck_Caravan_MRust,Land_Wreck_Caravan_MRust,Car_Wreck,N/A,,,,
Land_Wreck_Caravan_WBrown,Land_Wreck_Caravan_WBrown,Car_Wreck,N/A,,,,
Land_Wreck_Caravan_WGreen,Land_Wreck_Caravan_WGreen,Car_Wreck,N/A,,,,
Land_Wreck_Ikarus,Land_Wreck_Ikarus,Car_Wreck,N/A,,,,
Land_Wreck_Lada_Green,Land_Wreck_Lada_Green,Car_Wreck,N/A,,,,
Land_Wreck_Lada_Red,Land_Wreck_Lada_Red,Car_Wreck,N/A,,,,
Land_Wreck_S1023_Beige,Land_Wreck_S1023_Beige,Car_Wreck,N/A,,,,
Land_Wreck_S1023_Blue,Land_Wreck_S1023_Blue,Car_Wreck,N/A,,,,
Land_Wreck_Uaz,Land_Wreck_Uaz,Car_Wreck,N/A,,,,
Land_Wreck_V3S,Land_Wreck_V3S,Car_Wreck,N/A,,,,
Land_Wreck_Volha_Blue,Land_Wreck_Volha_Blue,Car_Wreck,N/A,,,,
Land_Wreck_Volha_Grey,Land_Wreck_Volha_Grey,Car_Wreck,N/A,,,,
LAW,LAW,Loot,Weapons,Launchers,,,
Long Horn,LongHorn,Loot,Weapons,,,,
Longrange Optic,LongrangeOptic,Loot,Optics,,,,
M203,M203,Loot,Weapons,Launchers,,,
M203_StandaloneRPG7,M203_StandaloneRPG7,Loot,Weapons,Launchers,,,
M249,M249,Loot,Weapons,,,,
M249_Bipod,M249_Bipod,Loot,Attachments,,,,
M249_Hndgrd,M249_Hndgrd,Loot,Attachments,,,,
M249_RisHndgrd,M249_RisHndgrd,Loot,Attachments,,,,
M4_CQBBttstck_Black,M4_CQBBttstck_Black,Loot,Attachments,,,,
M4_CQBBttstck_Green,M4_CQBBttstck_Green,Loot,Attachments,,,,
M4_MPBttstck_Black,M4_MPBttstck_Black,Loot,Attachments,,,,
M4_MPBttstck_Green,M4_MPBttstck_Green,Loot,Attachments,,,,
M4_MPHndgrd_Black,M4_MPHndgrd_Black,Loot,Attachments,,,,
M4_MPHndgrd_Green,M4_MPHndgrd_Green,Loot,Attachments,,,,
M4_OEBttstck_Black,M4_OEBttstck_Black,Loot,Attachments,,,,
M4_OEBttstck_Green,M4_OEBttstck_Green,Loot,Attachments,,,,
M4 Handguard Black,M4_PlasticHndgrd_Black,Loot,Attachments,,,,
M4 Handguard Green,M4_PlasticHndgrd_Green,Loot,Attachments,,,,
Mace,Mace,Loot,Melee Weapons,,,,
Mackerel,Mackerel,Loot,Food,,,,
Mackerel Fillet Meat,MackerelFilletMeat,Loot,Food,,,,
12gaSnaploader Mag,Mag_12gaSnaploader_2Rnd,Loot,Magazine,,,,
308WinSnaploader Mag,Mag_308WinSnaploader_2Rnd,Loot,Magazine,,,,
357Speedloader Mag,Mag_357Speedloader_6Rnd,Loot,Magazine,,,,
762x54Snaploader Mag,Mag_762x54Snaploader_2Rnd,Loot,Magazine,,,,
AK101_30 Mag,Mag_AK101_30Rnd_Black,Loot,Magazine,,,,
AK101_30 Mag,Mag_AK101_30Rnd_Green,Loot,Magazine,,,,
AK74_30 Mag,Mag_AK74_30Rnd_Black,Loot,Magazine,,,,
AK74_30 Mag,Mag_AK74_30Rnd_Green,Loot,Magazine,,,,
AKM_Drum75 Mag,Mag_AKM_Drum75Rnd_Black,Loot,Magazine,,,,
AKM_Drum75 Mag,Mag_AKM_Drum75Rnd_Green,Loot,Magazine,,,,
AKM_Palm30 Mag,Mag_AKM_Palm30Rnd_Black,Loot,Magazine,,,,
AKM_Palm30 Mag,Mag_AKM_Palm30Rnd_Green,Loot,Magazine,,,,
Arrows_Quiver,Mag_Arrows_Quiver,Loot,Magazine,,,,
Bolts_Quiver,Mag_Bolts_Quiver,Loot,Magazine,,,,
CLIP762x39_10 Mag,Mag_CLIP762x39_10Rnd,Loot,Magazine,,,,
CLIP762x54_5 Mag,Mag_CLIP762x54_5Rnd,Loot,Magazine,,,,
CLIP9x19_10 Mag,Mag_CLIP9x19_10Rnd,Loot,Magazine,,,,
CMAG_10 Mag,Mag_CMAG_10Rnd_Black,Loot,Magazine,,,,
CMAG_10 Mag,Mag_CMAG_10Rnd_Green,Loot,Magazine,,,,
CMAG_20 Mag,Mag_CMAG_20Rnd_Black,Loot,Magazine,,,,
CMAG_20 Mag,Mag_CMAG_20Rnd_Green,Loot,Magazine,,,,
CMAG_30 Mag,Mag_CMAG_30Rnd_Black,Loot,Magazine,,,,
CMAG_30 Mag,Mag_CMAG_30Rnd_Green,Loot,Magazine,,,,
CMAG_40 Mag,Mag_CMAG_40Rnd_Black,Loot,Magazine,,,,
CMAG_40 Mag,Mag_CMAG_40Rnd_Green,Loot,Magazine,,,,
Dartgun_CO2,Mag_Dartgun_CO2,Loot,Magazine,,,,
DE_9 Mag,Mag_DE_9rnd,Loot,Magazine,,,,
Groza_20 Mag,Mag_Groza_20Rnd,Loot,Magazine,,,,
M249_Box200 Mag,Mag_M249_Box200Rnd,Loot,Magazine,,,,
MakarovPB_8 Mag,Mag_MakarovPB_8Rnd,Loot,Magazine,,,,
MP5_15 Mag,Mag_MP5_15Rnd,Loot,Magazine,,,,
P1_8R Mag,Mag_P1_8Rnd,Loot,Magazine,,,,
PM73_15 Mag,Mag_PM73_15Rnd,Loot,Magazine,,,,
PM73_25 Mag,Mag_PM73_25Rnd,Loot,Magazine,,,,
Ruger1022_10 Mag,Mag_Ruger1022_10Rnd,Loot,Magazine,,,,
Scout_5 Mag,Mag_Scout_5Rnd,Loot,Magazine,,,,
ShockCartridge Mag,Mag_ShockCartridge,Loot,Magazine,,,,
MakarovPB,MakarovPB,Loot,Weapons,,,,
MakarovPBSuppressor,MakarovPBSuppressor,Loot,Attachments,,,,
MeatTenderizer,MeatTenderizer,Loot,Equipment,,,,
MessTin,MessTin,Loot,Equipment,,,,
MouflonPelt,MouflonPelt,Loot,Crafting,,,,
MouflonSteakMeat,MouflonSteakMeat,Loot,Food,,,,
Mp133Shotgun_PistolGrip,Mp133Shotgun_PistolGrip,Loot,Weapons,,,,
NewHockeyStick,NewHockeyStick,Loot,Melee Weapons,,,,
ObsoleteFishingRod,ObsoleteFishingRod,Loot,Equipment,,,,
Orange,Orange,Loot,Food,,,,
P1,P1,Loot,Weapons,,,,
Paddle,Paddle,Loot,Equipment,,,,
ParticleTest,ParticleTest,Blacklist,N/A,PARTICLE!,,,
Pen_ColorBase,Pen_ColorBase,Loot,Equipment,,,,
Pitchfork,Pitchfork,Loot,Melee Weapons,,,,
Plant_Cannabis,Plant_Cannabis,Loot,Seeds,,,,
PM73Rak,PM73Rak,Loot,Weapons,,,,
PoliceBaton,PoliceBaton,Loot,Melee Weapons,,,,
Mag_AK101_30Rnd_Yellow,Mag_AK101_30Rnd_Yellow,Loot,Magazine,,,,
PVCBow,PVCBow,Loot,Weapons,,,,
QuickieBow,QuickieBow,Loot,Weapons,,,,
RabbitLegMeat,RabbitLegMeat,Loot,Food,,,,
RabbitPelt,RabbitPelt,Loot,Crafting,,,,
RabbitSnareTrap,RabbitSnareTrap,Loot,Traps,,,,
Radio,Radio,Loot,Communication,,,,
RecurveBow,RecurveBow,Loot,Weapons,,,,
Red9,Red9,Loot,Weapons,,,,
Red9Bttstck,Red9Bttstck,Loot,Attachments,,,,
Refridgerator,Refridgerator,Loot,Equipment,Camping Gear,,,
Refrigerator,Refrigerator,Loot,Equipment,,,,
RefrigeratorMinsk,RefrigeratorMinsk,Loot,Equipment,,,,
Ruger1022_Black,Ruger1022_Black,Loot,Weapons,,,,
Ruger1022_Green,Ruger1022_Green,Loot,Weapons,,,,
Saiga12KShotgun,Saiga12KShotgun,Loot,Weapons,,,,
Sardines,Sardines,Loot,Food,,,,
Scout,Scout,Loot,Weapons,,,,
Scout_Black,Scout_Black,Loot,Weapons,,,,
Scout_Green,Scout_Green,Loot,Weapons,,,,
Shockpistol,Shockpistol,Loot,Weapons,,,,
Shockpistol_Black,Shockpistol_Black,Loot,Weapons,,,,
Sickle,Sickle,Loot,Equipment,,,,
SKS_Black,SKS_Black,Loot,Weapons,,,,
SKS_Green,SKS_Green,Loot,Weapons,,,,
SmallFishTrap,SmallFishTrap,Loot,Traps,,,,
Spraycan_Black,Spraycan_Black,Loot,Crafting,,,,
Spraycan_ColorBase,Spraycan_ColorBase,Loot,Crafting,,,,
Spraycan_Green,Spraycan_Green,Loot,Crafting,,,,
Sword,Sword,Loot,Melee Weapons,,,,
Syringe,Syringe,Loot,Medical,,,,
TelescopicBaton,TelescopicBaton,Loot,Melee Weapons,,,,
TrashCan,TrashCan,Loot,Small Storage,,,,
TripwireTrap,TripwireTrap,Loot,Traps,,,,
TruckExhaust,TruckExhaust,Loot,Vehicle Parts,,,,
TruckRadiator,TruckRadiator,Loot,Vehicle Parts,,,,
Trumpet,Trumpet,Loot,Weapons,,,,
UnderSlugGrenadeM4,UnderSlugGrenadeM4,Loot,Weapons,Launchers,,,
V3S_Cargo,V3S_Cargo,Vehicle,Vehicle,,,,
V3S_Cargo_Blue,V3S_Cargo_Blue,Vehicle,Vehicle,,,,
V3S_Cargo_Grey,V3S_Cargo_Grey,Vehicle,Vehicle,,,,
V3S_Cargo_Orange,V3S_Cargo_Orange,Vehicle,Vehicle,,,,
V3S_Chassis,V3S_Chassis,Vehicle,Vehicle,,,,
V3S_Chassis_Blue,V3S_Chassis_Blue,Vehicle,Vehicle,,,,
V3S_Chassis_Grey,V3S_Chassis_Grey,Vehicle,Vehicle,,,,
V3S_Chassis_Orange,V3S_Chassis_Orange,Vehicle,Vehicle,,,,
Vodka,Vodka,Loot,Food,,,,
WaterPouch_Natural,WaterPouch_Natural,Loot,Food,,,,
Winchester70_Black,Winchester70_Black,Loot,Weapons,,,,
Winchester70_Green,Winchester70_Green,Loot,Weapons,,,,
WindscreenBox,WindscreenBox,Loot,Vehicle Parts,,,,
Worm,Worm,Loot,Fishing,,,,
AK_FoldingBttstck_Blue,AK_FoldingBttstck_Blue,Loot,Attachments,,,,
AK_FoldingBttstck_Bronze,AK_FoldingBttstck_Bronze,Loot,Attachments,,,,
AK_FoldingBttstck_Brown,AK_FoldingBttstck_Brown,Loot,Attachments,,,,
AK_FoldingBttstck_Gold,AK_FoldingBttstck_Gold,Loot,Attachments,,,,
AK_FoldingBttstck_Orange,AK_FoldingBttstck_Orange,Loot,Attachments,,,,
AK_FoldingBttstck_Pink,AK_FoldingBttstck_Pink,Loot,Attachments,,,,
AK_FoldingBttstck_Red,AK_FoldingBttstck_Red,Loot,Attachments,,,,
AK_FoldingBttstck_Silver,AK_FoldingBttstck_Silver,Loot,Attachments,,,,
AK_FoldingBttstck_Turquoise,AK_FoldingBttstck_Turquoise,Loot,Attachments,,,,
AK_FoldingBttstck_White,AK_FoldingBttstck_White,Loot,Attachments,,,,
AK_FoldingBttstck_Yellow,AK_FoldingBttstck_Yellow,Loot,Attachments,,,,
AK_PlasticBttstck_Blue,AK_PlasticBttstck_Blue,Loot,Attachments,,,,
AK_PlasticBttstck_Bronze,AK_PlasticBttstck_Bronze,Loot,Attachments,,,,
AK_PlasticBttstck_Brown,AK_PlasticBttstck_Brown,Loot,Attachments,,,,
AK_PlasticBttstck_Gold,AK_PlasticBttstck_Gold,Loot,Attachments,,,,
AK_PlasticBttstck_Orange,AK_PlasticBttstck_Orange,Loot,Attachments,,,,
AK_PlasticBttstck_Pink,AK_PlasticBttstck_Pink,Loot,Attachments,,,,
AK_PlasticBttstck_Red,AK_PlasticBttstck_Red,Loot,Attachments,,,,
AK_PlasticBttstck_Silver,AK_PlasticBttstck_Silver,Loot,Attachments,,,,
AK_PlasticBttstck_Turquoise,AK_PlasticBttstck_Turquoise,Loot,Attachments,,,,
AK_PlasticBttstck_White,AK_PlasticBttstck_White,Loot,Attachments,,,,
AK_PlasticBttstck_Yellow,AK_PlasticBttstck_Yellow,Loot,Attachments,,,,
AK Handguard Black,AK_PlasticHndgrd_Black,Loot,Attachments,,,,
AK Handguard Blue,AK_PlasticHndgrd_Blue,Loot,Attachments,,,,
AK Handguard Bronze,AK_PlasticHndgrd_Bronze,Loot,Attachments,,,,
AK Handguard Brown,AK_PlasticHndgrd_Brown,Loot,Attachments,,,,
AK Handguard Gold,AK_PlasticHndgrd_Gold,Loot,Attachments,,,,
AK Handguard Green,AK_PlasticHndgrd_Green,Loot,Attachments,,,,
AK Handguard Orange,AK_PlasticHndgrd_Orange,Loot,Attachments,,,,
AK Handguard Pink,AK_PlasticHndgrd_Pink,Loot,Attachments,,,,
AK Handguard Red,AK_PlasticHndgrd_Red,Loot,Attachments,,,,
AK Handguard Silver,AK_PlasticHndgrd_Silver,Loot,Attachments,,,,
AK Handguard Turquoise,AK_PlasticHndgrd_Turquoise,Loot,Attachments,,,,
AK Handguard White,AK_PlasticHndgrd_White,Loot,Attachments,,,,
AK Handguard Yellow,AK_PlasticHndgrd_Yellow,Loot,Attachments,,,,
AK_RailHndgrd_Blue,AK_RailHndgrd_Blue,Loot,Attachments,,,,
AK_RailHndgrd_Bronze,AK_RailHndgrd_Bronze,Loot,Attachments,,,,
AK_RailHndgrd_Brown,AK_RailHndgrd_Brown,Loot,Attachments,,,,
AK_RailHndgrd_Gold,AK_RailHndgrd_Gold,Loot,Attachments,,,,
AK_RailHndgrd_Orange,AK_RailHndgrd_Orange,Loot,Attachments,,,,
AK_RailHndgrd_Pink,AK_RailHndgrd_Pink,Loot,Attachments,,,,
AK_RailHndgrd_Red,AK_RailHndgrd_Red,Loot,Attachments,,,,
AK_RailHndgrd_Silver,AK_RailHndgrd_Silver,Loot,Attachments,,,,
AK_RailHndgrd_Turquoise,AK_RailHndgrd_Turquoise,Loot,Attachments,,,,
AK_RailHndgrd_White,AK_RailHndgrd_White,Loot,Attachments,,,,
AK_RailHndgrd_Yellow,AK_RailHndgrd_Yellow,Loot,Attachments,,,,
AK_Suppressor_Black,AK_Suppressor_Black,Loot,Attachments,,,,
AK_Suppressor_Blue,AK_Suppressor_Blue,Loot,Attachments,,,,
AK_Suppressor_Bronze,AK_Suppressor_Bronze,Loot,Attachments,,,,
AK_Suppressor_Brown,AK_Suppressor_Brown,Loot,Attachments,,,,
AK_Suppressor_Gold,AK_Suppressor_Gold,Loot,Attachments,,,,
AK_Suppressor_Green,AK_Suppressor_Green,Loot,Attachments,,,,
AK_Suppressor_Orange,AK_Suppressor_Orange,Loot,Attachments,,,,
AK_Suppressor_Pink,AK_Suppressor_Pink,Loot,Attachments,,,,
AK_Suppressor_Red,AK_Suppressor_Red,Loot,Attachments,,,,
AK_Suppressor_Silver,AK_Suppressor_Silver,Loot,Attachments,,,,
AK_Suppressor_Turquoise,AK_Suppressor_Turquoise,Loot,Attachments,,,,
AK_Suppressor_White,AK_Suppressor_White,Loot,Attachments,,,,
AK_Suppressor_Yellow,AK_Suppressor_Yellow,Loot,Attachments,,,,
AK_WoodBttstck_Blue,AK_WoodBttstck_Blue,Loot,Attachments,,,,
AK_WoodBttstck_Bronze,AK_WoodBttstck_Bronze,Loot,Attachments,,,,
AK_WoodBttstck_Brown,AK_WoodBttstck_Brown,Loot,Attachments,,,,
AK_WoodBttstck_Gold,AK_WoodBttstck_Gold,Loot,Attachments,,,,
AK_WoodBttstck_Green,AK_WoodBttstck_Green,Loot,Attachments,,,,
AK_WoodBttstck_Orange,AK_WoodBttstck_Orange,Loot,Attachments,,,,
AK_WoodBttstck_Pink,AK_WoodBttstck_Pink,Loot,Attachments,,,,
AK_WoodBttstck_Red,AK_WoodBttstck_Red,Loot,Attachments,,,,
AK_WoodBttstck_Silver,AK_WoodBttstck_Silver,Loot,Attachments,,,,
AK_WoodBttstck_Turquoise,AK_WoodBttstck_Turquoise,Loot,Attachments,,,,
AK_WoodBttstck_White,AK_WoodBttstck_White,Loot,Attachments,,,,
AK_WoodBttstck_Yellow,AK_WoodBttstck_Yellow,Loot,Attachments,,,,
AK_WoodHndgrd_Blue,AK_WoodHndgrd_Blue,Loot,Attachments,,,,
AK_WoodHndgrd_Bronze,AK_WoodHndgrd_Bronze,Loot,Attachments,,,,
AK_WoodHndgrd_Brown,AK_WoodHndgrd_Brown,Loot,Attachments,,,,
AK_WoodHndgrd_Gold,AK_WoodHndgrd_Gold,Loot,Attachments,,,,
AK_WoodHndgrd_Green,AK_WoodHndgrd_Green,Loot,Attachments,,,,
AK_WoodHndgrd_Orange,AK_WoodHndgrd_Orange,Loot,Attachments,,,,
AK_WoodHndgrd_Pink,AK_WoodHndgrd_Pink,Loot,Attachments,,,,
AK_WoodHndgrd_Red,AK_WoodHndgrd_Red,Loot,Attachments,,,,
AK_WoodHndgrd_Silver,AK_WoodHndgrd_Silver,Loot,Attachments,,,,
AK_WoodHndgrd_Turquoise,AK_WoodHndgrd_Turquoise,Loot,Attachments,,,,
AK_WoodHndgrd_White,AK_WoodHndgrd_White,Loot,Attachments,,,,
AK_WoodHndgrd_Yellow,AK_WoodHndgrd_Yellow,Loot,Attachments,,,,
AK101_Blue,AK101_Blue,Loot,Weapons,,,,
AK101_Bronze,AK101_Bronze,Loot,Weapons,,,,
AK101_Brown,AK101_Brown,Loot,Weapons,,,,
AK101_Camo,AK101_Camo,Loot,Weapons,,,,
AK101_Gold,AK101_Gold,Loot,Weapons,,,,
AK101_Orange,AK101_Orange,Loot,Weapons,,,,
AK101_Pink,AK101_Pink,Loot,Weapons,,,,
AK101_Red,AK101_Red,Loot,Weapons,,,,
AK101_Silver,AK101_Silver,Loot,Weapons,,,,
AK101_Turquoise,AK101_Turquoise,Loot,Weapons,,,,
AK101_White,AK101_White,Loot,Weapons,,,,
AK101_Yellow,AK101_Yellow,Loot,Weapons,,,,
AK74_Blue,AK74_Blue,Loot,Weapons,,,,
AK74_Bronze,AK74_Bronze,Loot,Weapons,,,,
AK74_Brown,AK74_Brown,Loot,Weapons,,,,
AK74_Camo,AK74_Camo,Loot,Weapons,,,,
AK74_Gold,AK74_Gold,Loot,Weapons,,,,
